tissueSiteDetailId,mean,median,std,count
Thyroid,51.76725880551302,51.76725880551302,10.113449810263536,653
Testis,66.16096952908588,66.16096952908588,9.934774032210983,361
Small_Intestine_Terminal_Ileum,39.51176470588235,39.51176470588235,11.0797454838736,187
Skin_Not_Sun_Exposed_Suprapubic,39.524271523178804,39.524271523178804,6.769557316206208,604
Brain_Frontal_Cortex_BA9,102.12086124401915,102.12086124401915,40.47359560114536,209
Fallopian_Tube,47.45333333333333,47.45333333333333,8.128952372025973,9
Bladder,38.97619047619048,38.97619047619048,6.612938599147868,21
Vagina,43.50064102564103,43.50064102564103,7.971226273731968,156
Whole_Blood,42.40038675496689,42.40038675496689,28.524377152913942,755
Brain_Amygdala,48.152361842105265,48.152361842105265,26.13023565354625,152
Pituitary,52.478233215547704,52.478233215547704,10.461968262107373,283
Minor_Salivary_Gland,32.46006172839507,32.46006172839507,7.8735310992907275,162
Adipose_Subcutaneous,31.04369532428356,31.04369532428356,6.011020678927746,663
Adrenal_Gland,26.440232558139535,26.440232558139535,5.657420723990951,258
Heart_Atrial_Appendage,14.701034965034966,14.701034965034966,4.641751071320117,429
Breast_Mammary_Tissue,31.584793028322437,31.584793028322437,7.822342429168329,459
Stomach,29.292562674094704,29.292562674094704,9.821003534483884,359
Brain_Caudate_basal_ganglia,31.743166666666664,31.743166666666664,17.545936979497057,246
Colon_Transverse,31.90352216748769,31.90352216748769,7.203363996444449,406
Brain_Cerebellum,55.70116182572614,55.70116182572614,14.17655651654373,241
Esophagus_Muscularis,38.00019417475728,38.00019417475728,9.135794594610669,515
Liver,15.036774336283184,15.036774336283184,4.864545294074508,226
Muscle_Skeletal,14.932801992528018,14.932801992528018,6.2991743379091645,803
Prostate,42.864775510204076,42.864775510204076,11.849100941120794,245
Pancreas,12.88858536585366,12.88858536585366,4.978168085412054,328
Nerve_Tibial,43.3662520193861,43.3662520193861,7.610015858366925,619
Brain_Hippocampus,42.51322842639594,42.51322842639594,24.83774400918062,197
Spleen,50.820165975103734,50.820165975103734,9.987305675769065,241
Colon_Sigmoid,35.359088471849866,35.359088471849866,6.952811318315612,373
Brain_Anterior_cingulate_cortex_BA24,75.87653409090909,75.87653409090909,35.40874310895059,176
Esophagus_Gastroesophageal_Junction,37.405877333333336,37.405877333333336,9.058503950411433,375
Brain_Hypothalamus,41.751544554455435,41.751544554455435,22.51665468466861,202
Brain_Cortex,84.56149019607844,84.56149019607844,30.70276368947057,255
Heart_Left_Ventricle,11.44067361111111,11.44067361111111,5.698306424203461,432
Artery_Tibial,33.4257616892911,33.4257616892911,7.108685294900952,663
Uterus,52.37816901408451,52.37816901408451,13.743468083324156,142
Ovary,42.461777777777776,42.461777777777776,9.41256194641298,180
Cells_EBV-transformed_lymphocytes,42.89459770114943,42.89459770114943,7.045491964516295,174
Artery_Coronary,35.296041666666675,35.296041666666675,8.549244591283912,240
Brain_Spinal_cord_cervical_c-1,28.626113207547178,28.626113207547178,12.314208337562539,159
Adipose_Visceral_Omentum,30.479260628465802,30.479260628465802,7.370300934655097,541
Brain_Nucleus_accumbens_basal_ganglia,34.30162601626016,34.30162601626016,15.928419076697486,246
Brain_Cerebellar_Hemisphere,60.23409302325582,60.23409302325582,17.231359459675723,215
Esophagus_Mucosa,45.147621621621624,45.147621621621624,8.202598276610921,555
Cells_Cultured_fibroblasts,48.681468253968255,48.681468253968255,16.000000106243306,504
Artery_Aorta,38.455625,38.455625,7.449564589446686,432
Brain_Putamen_basal_ganglia,27.54760975609756,27.54760975609756,14.423546009112254,205
Kidney_Medulla,32.629999999999995,32.629999999999995,11.25983125983689,4
Lung,42.05404844290657,42.05404844290657,9.456515295497885,578
Kidney_Cortex,22.33015294117647,22.33015294117647,11.808166861273083,85
Brain_Substantia_nigra,30.91904316546762,30.91904316546762,20.56419069728026,139
Cervix_Endocervix,53.282000000000004,53.282000000000004,6.115202040815985,10
Skin_Sun_Exposed_Lower_leg,41.905634807417975,41.905634807417975,6.735598769832941,701
Cervix_Ectocervix,46.971111111111114,46.971111111111114,6.487717359997263,9
