tissueSiteDetailId,mean,median,std,count
Thyroid,17.774790199081163,17.774790199081163,4.365357403725643,653
Testis,32.4997811634349,32.4997811634349,7.423453718265859,361
Small_Intestine_Terminal_Ileum,9.28355614973262,9.28355614973262,3.106212014829607,187
Skin_Not_Sun_Exposed_Suprapubic,11.103013245033111,11.103013245033111,2.133739073457531,604
Brain_Frontal_Cortex_BA9,12.101961722488038,12.101961722488038,3.9401045572395423,209
Fallopian_Tube,13.41777777777778,13.41777777777778,2.489180042494037,9
Bladder,11.780476190476191,11.780476190476191,2.7956576127144657,21
Vagina,10.846865384615384,10.846865384615384,2.4719305210926676,156
Whole_Blood,3.6565511258278147,3.6565511258278147,2.1063711786530694,755
Brain_Amygdala,8.346368421052631,8.346368421052631,3.3165184318804517,152
Pituitary,18.56407067137809,18.56407067137809,4.033583067509174,283
Minor_Salivary_Gland,9.750876543209875,9.750876543209875,2.431793982312799,162
Adipose_Subcutaneous,8.802188536953242,8.802188536953242,2.228177896445765,663
Adrenal_Gland,15.770302325581396,15.770302325581396,4.731030690766161,258
Heart_Atrial_Appendage,5.8462634032634035,5.8462634032634035,1.8134954446652236,429
Breast_Mammary_Tissue,9.98088017429194,9.98088017429194,3.7250942110323377,459
Stomach,8.148766016713092,8.148766016713092,2.545807216849548,359
Brain_Caudate_basal_ganglia,8.041764227642275,8.041764227642275,2.9212080947836085,246
Colon_Transverse,8.54727339901478,8.54727339901478,2.335932114589846,406
Brain_Cerebellum,14.998257261410789,14.998257261410789,3.6356405989209057,241
Esophagus_Muscularis,9.87378058252427,9.87378058252427,2.252210535350834,515
Liver,6.389721238938054,6.389721238938054,2.510323227291281,226
Muscle_Skeletal,6.02458405977584,6.02458405977584,2.022791482989842,803
Prostate,13.706885714285713,13.706885714285713,3.2148077384350753,245
Pancreas,4.927676829268293,4.927676829268293,1.5978049460308597,328
Nerve_Tibial,11.974536348949918,11.974536348949918,2.1725777985338026,619
Brain_Hippocampus,7.809959390862944,7.809959390862944,3.521506544581248,197
Spleen,13.263622406639005,13.263622406639005,2.798711549017097,241
Colon_Sigmoid,10.191694369973188,10.191694369973188,2.1867494681259214,373
Brain_Anterior_cingulate_cortex_BA24,10.542,10.542,3.5921476340763054,176
Esophagus_Gastroesophageal_Junction,9.368856,9.368856,2.321179180918756,375
Brain_Hypothalamus,9.04358910891089,9.04358910891089,4.053717755110634,202
Brain_Cortex,13.29152156862745,13.29152156862745,3.6429785602870717,255
Heart_Left_Ventricle,3.94486712962963,3.94486712962963,1.9810407060579114,432
Artery_Tibial,7.501625942684766,7.501625942684766,2.085516996366226,663
Uterus,15.34230281690141,15.34230281690141,3.407110456357858,142
Ovary,13.452255555555558,13.452255555555558,3.614975096152457,180
Cells_EBV-transformed_lymphocytes,20.086839080459775,20.086839080459775,3.5387368366964305,174
Artery_Coronary,8.776741666666664,8.776741666666664,2.273463876979477,240
Brain_Spinal_cord_cervical_c-1,6.086794968553459,6.086794968553459,2.3945904870097996,159
Adipose_Visceral_Omentum,8.171820702402957,8.171820702402957,2.7536417357542162,541
Brain_Nucleus_accumbens_basal_ganglia,9.362170731707316,9.362170731707316,3.6390816276640328,246
Brain_Cerebellar_Hemisphere,13.59060465116279,13.59060465116279,3.9763655284433193,215
Esophagus_Mucosa,8.692560360360362,8.692560360360362,2.2580938707767464,555
Cells_Cultured_fibroblasts,40.77710317460318,40.77710317460318,11.860052411170207,504
Artery_Aorta,10.364368055555556,10.364368055555556,1.9910782745923443,432
Brain_Putamen_basal_ganglia,6.991960975609755,6.991960975609755,2.8092971308156076,205
Kidney_Medulla,8.78875,8.78875,2.74515604064687,4
Lung,9.906564013840832,9.906564013840832,3.1396449345596995,578
Kidney_Cortex,8.283705882352942,8.283705882352942,4.17747376750599,85
Brain_Substantia_nigra,6.828661870503597,6.828661870503597,3.1305950305621892,139
Cervix_Endocervix,14.375,14.375,1.7644560068190995,10
Skin_Sun_Exposed_Lower_leg,11.935751783166904,11.935751783166904,2.299990631008106,701
Cervix_Ectocervix,12.31777777777778,12.31777777777778,1.4181113244012482,9
