tissueSiteDetailId,mean,median,std,count
Thyroid,10.013514548238895,10.013514548238895,2.435089212924899,653
Testis,16.539606648199445,16.539606648199445,2.91752472977959,361
Small_Intestine_Terminal_Ileum,7.358893048128341,7.358893048128341,3.1723623174305415,187
Skin_Not_Sun_Exposed_Suprapubic,9.532463576158941,9.532463576158941,2.3919602729453513,604
Brain_Frontal_Cortex_BA9,6.117947368421053,6.117947368421053,1.8548043686690368,209
Fallopian_Tube,10.963222222222221,10.963222222222221,3.842058643134427,9
Bladder,10.752190476190478,10.752190476190478,2.025692206654252,21
Vagina,9.705570512820513,9.705570512820513,3.594617843016923,156
Whole_Blood,2.581629668874172,2.581629668874172,2.0824408413165867,755
Brain_Amygdala,4.740065789473684,4.740065789473684,1.6895428830208725,152
Pituitary,6.800904593639576,6.800904593639576,1.5902142580977392,283
Minor_Salivary_Gland,5.51829012345679,5.51829012345679,1.4944617747119842,162
Adipose_Subcutaneous,10.59071794871795,10.59071794871795,2.545387311292587,663
Adrenal_Gland,6.119996124031008,6.119996124031008,1.4269180305387026,258
Heart_Atrial_Appendage,4.261668065268065,4.261668065268065,1.3244313346196412,429
Breast_Mammary_Tissue,9.344333333333335,9.344333333333335,2.4395319910818927,459
Stomach,5.833908077994429,5.833908077994429,2.9696897805435087,359
Brain_Caudate_basal_ganglia,4.8644390243902444,4.8644390243902444,1.493722463889294,246
Colon_Transverse,6.53494827586207,6.53494827586207,3.4439880765921433,406
Brain_Cerebellum,10.862116182572613,10.862116182572613,2.3645963668674734,241
Esophagus_Muscularis,9.324135922330097,9.324135922330097,2.5343306664987875,515
Liver,2.425406194690265,2.425406194690265,0.7263361625470487,226
Muscle_Skeletal,9.233717310087172,9.233717310087172,3.8797299717358924,803
Prostate,7.732395918367347,7.732395918367347,2.1539963168595637,245
Pancreas,2.699966463414634,2.699966463414634,0.8021390165825859,328
Nerve_Tibial,13.288161550888528,13.288161550888528,2.5808485798895897,619
Brain_Hippocampus,4.79051269035533,4.79051269035533,1.7922133229659407,197
Spleen,7.412572614107883,7.412572614107883,1.9348512213802302,241
Colon_Sigmoid,10.202707774798927,10.202707774798927,2.9619442609010824,373
Brain_Anterior_cingulate_cortex_BA24,4.932272727272727,4.932272727272727,1.6958575246174583,176
Esophagus_Gastroesophageal_Junction,9.582309333333333,9.582309333333333,2.455778539481839,375
Brain_Hypothalamus,7.005257425742576,7.005257425742576,2.5403742596862653,202
Brain_Cortex,4.854862745098039,4.854862745098039,1.1520243328654274,255
Heart_Left_Ventricle,3.9573833333333335,3.9573833333333335,1.8888178542116996,432
Artery_Tibial,15.230429864253393,15.230429864253393,3.831607674367186,663
Uterus,13.148274647887323,13.148274647887323,2.820307954777245,142
Ovary,12.138033333333333,12.138033333333333,2.302413154110752,180
Cells_EBV-transformed_lymphocytes,9.006988505747128,9.006988505747128,1.4940973132554243,174
Artery_Coronary,10.654566666666666,10.654566666666666,2.533032353502199,240
Brain_Spinal_cord_cervical_c-1,8.344981132075471,8.344981132075471,2.5554770000446507,159
Adipose_Visceral_Omentum,8.305510166358594,8.305510166358594,2.5049002759043453,541
Brain_Nucleus_accumbens_basal_ganglia,5.042703252032521,5.042703252032521,1.7762474665280028,246
Brain_Cerebellar_Hemisphere,13.682079069767441,13.682079069767441,3.5628949946055353,215
Esophagus_Mucosa,4.6357855855855865,4.6357855855855865,1.3417088011858653,555
Cells_Cultured_fibroblasts,10.041815476190473,10.041815476190473,3.729037863122572,504
Artery_Aorta,11.620743055555556,11.620743055555556,2.503238435136817,432
Brain_Putamen_basal_ganglia,4.579443902439024,4.579443902439024,1.4632474218616518,205
Kidney_Medulla,4.541,4.541,1.385536538673737,4
Lung,8.801410034602076,8.801410034602076,2.3318926412571255,578
Kidney_Cortex,4.132505882352941,4.132505882352941,2.045168283733377,85
Brain_Substantia_nigra,6.4226834532374095,6.4226834532374095,2.1653393873451052,139
Cervix_Endocervix,12.579500000000001,12.579500000000001,1.776969963167639,10
Skin_Sun_Exposed_Lower_leg,10.055965763195434,10.055965763195434,2.324125785418149,701
Cervix_Ectocervix,11.539555555555554,11.539555555555554,3.491123732207188,9
