tissueSiteDetailId,mean,median,std,count
Thyroid,56.14277182235834,56.14277182235834,10.200025559452222,653
Testis,67.78631578947369,67.78631578947369,9.832382363206188,361
Small_Intestine_Terminal_Ileum,48.55379679144385,48.55379679144385,15.92041228409631,187
Skin_Not_Sun_Exposed_Suprapubic,33.01057947019867,33.01057947019867,7.607158607616436,604
Brain_Frontal_Cortex_BA9,53.485511961722494,53.485511961722494,16.37761719677546,209
Fallopian_Tube,49.07,49.07,6.944431822210751,9
Bladder,66.77952380952381,66.77952380952381,27.031989422796745,21
Vagina,41.54967948717949,41.54967948717949,10.66226850951834,156
Whole_Blood,21.42832450331126,21.42832450331126,10.467547283728015,755
Brain_Amygdala,34.889078947368425,34.889078947368425,14.6597730687749,152
Pituitary,67.89742049469965,67.89742049469965,10.408692822781092,283
Minor_Salivary_Gland,30.000185185185188,30.000185185185188,7.496742870701259,162
Adipose_Subcutaneous,61.632669683257916,61.632669683257916,15.709241075411654,663
Adrenal_Gland,41.101899224806196,41.101899224806196,8.87327574021778,258
Heart_Atrial_Appendage,37.94426107226107,37.94426107226107,10.76586898920289,429
Breast_Mammary_Tissue,51.43468409586056,51.43468409586056,14.80421934123021,459
Stomach,44.17437325905293,44.17437325905293,28.167878643612664,359
Brain_Caudate_basal_ganglia,40.845239837398374,40.845239837398374,17.57965244169899,246
Colon_Transverse,57.3157881773399,57.3157881773399,26.30420823146356,406
Brain_Cerebellum,41.178796680497925,41.178796680497925,8.586324877418155,241
Esophagus_Muscularis,91.01817475728154,91.01817475728154,23.68452721271523,515
Liver,22.22108407079646,22.22108407079646,6.1586411224581825,226
Muscle_Skeletal,56.895678704856785,56.895678704856785,21.30439939906314,803
Prostate,55.20877551020408,55.20877551020408,17.781798356362582,245
Pancreas,13.992344512195121,13.992344512195121,4.604242283624021,328
Nerve_Tibial,49.823101777059776,49.823101777059776,8.278385625809486,619
Brain_Hippocampus,35.854791878172584,35.854791878172584,15.923217014909188,197
Spleen,50.954107883817436,50.954107883817436,10.636810045242349,241
Colon_Sigmoid,94.21584450402143,94.21584450402143,26.46297292095057,373
Brain_Anterior_cingulate_cortex_BA24,41.40465909090909,41.40465909090909,14.762049003877204,176
Esophagus_Gastroesophageal_Junction,84.85322666666666,84.85322666666666,25.5544507484565,375
Brain_Hypothalamus,35.886069306930686,35.886069306930686,13.758380930791992,202
Brain_Cortex,45.69278431372549,45.69278431372549,12.424590690088127,255
Heart_Left_Ventricle,32.37179398148149,32.37179398148149,15.234926927545434,432
Artery_Tibial,96.54803921568627,96.54803921568627,24.00302202099231,663
Uterus,54.164859154929566,54.164859154929566,13.389665067281015,142
Ovary,36.387,36.387,10.095477199661682,180
Cells_EBV-transformed_lymphocytes,50.28775862068965,50.28775862068965,6.2024730078413395,174
Artery_Coronary,75.62645833333333,75.62645833333333,20.322911176959792,240
Brain_Spinal_cord_cervical_c-1,28.335308176100632,28.335308176100632,9.02532058347997,159
Adipose_Visceral_Omentum,53.528391866913125,53.528391866913125,13.777908078454587,541
Brain_Nucleus_accumbens_basal_ganglia,45.21193495934959,45.21193495934959,19.292282829573526,246
Brain_Cerebellar_Hemisphere,43.085860465116276,43.085860465116276,11.395278911413362,215
Esophagus_Mucosa,40.03102702702703,40.03102702702703,7.767730837808356,555
Cells_Cultured_fibroblasts,43.631726190476186,43.631726190476186,13.813188243157384,504
Artery_Aorta,78.96747685185184,78.96747685185184,14.474410845632644,432
Brain_Putamen_basal_ganglia,37.78716585365854,37.78716585365854,18.48692367717418,205
Kidney_Medulla,36.8,36.8,7.217658900225197,4
Lung,62.94287197231833,62.94287197231833,15.844342469524173,578
Kidney_Cortex,32.58282352941176,32.58282352941176,14.30632427916489,85
Brain_Substantia_nigra,28.02352517985612,28.02352517985612,9.848649095787499,139
Cervix_Endocervix,43.522,43.522,6.495958435827618,10
Skin_Sun_Exposed_Lower_leg,33.779001426533526,33.779001426533526,6.476705708500277,701
Cervix_Ectocervix,39.42888888888889,39.42888888888889,7.881193429712483,9
