tissueSiteDetailId,mean,median,std,count
Thyroid,21.217030627871363,21.217030627871363,7.430479936989827,653
Testis,20.539324099722993,20.539324099722993,4.584547274803039,361
Small_Intestine_Terminal_Ileum,10.499604278074866,10.499604278074866,3.585985727829323,187
Skin_Not_Sun_Exposed_Suprapubic,13.540796357615895,13.540796357615895,4.06960909775494,604
Brain_Frontal_Cortex_BA9,13.090124401913878,13.090124401913878,6.014970257601876,209
Fallopian_Tube,15.936666666666667,15.936666666666667,1.8493181926801505,9
Bladder,14.025619047619049,14.025619047619049,2.4692939124988453,21
Vagina,16.55996153846154,16.55996153846154,3.799306377121837,156
Whole_Blood,5.343372317880795,5.343372317880795,3.6287515946530804,755
Brain_Amygdala,8.04971052631579,8.04971052631579,3.644827628643195,152
Pituitary,12.41803180212014,12.41803180212014,3.627528308361479,283
Minor_Salivary_Gland,11.697481481481482,11.697481481481482,3.5657835826503885,162
Adipose_Subcutaneous,16.51871794871795,16.51871794871795,4.295840161621791,663
Adrenal_Gland,10.670457364341086,10.670457364341086,3.442389956487104,258
Heart_Atrial_Appendage,5.326714918414919,5.326714918414919,2.114677482738495,429
Breast_Mammary_Tissue,14.45550762527233,14.45550762527233,3.9884811882394127,459
Stomach,8.153150417827298,8.153150417827298,3.29964570896218,359
Brain_Caudate_basal_ganglia,9.883357723577237,9.883357723577237,4.93229276346753,246
Colon_Transverse,9.113307881773398,9.113307881773398,2.996411939901321,406
Brain_Cerebellum,19.740556016597512,19.740556016597512,5.778719890655973,241
Esophagus_Muscularis,10.436370873786407,10.436370873786407,3.0542331814271,515
Liver,5.457265486725663,5.457265486725663,1.8569943624739849,226
Muscle_Skeletal,9.235691158156913,9.235691158156913,4.185166624279771,803
Prostate,11.573857142857143,11.573857142857143,3.4540412237711067,245
Pancreas,4.429453353658537,4.429453353658537,1.5158748468960648,328
Nerve_Tibial,18.112381260096928,18.112381260096928,4.077392458042572,619
Brain_Hippocampus,7.658005076142132,7.658005076142132,3.9516372093718317,197
Spleen,11.53049377593361,11.53049377593361,3.1726935205393647,241
Colon_Sigmoid,10.297906166219839,10.297906166219839,2.5625140835110627,373
Brain_Anterior_cingulate_cortex_BA24,9.606710227272726,9.606710227272726,4.496063400746453,176
Esophagus_Gastroesophageal_Junction,11.286853333333333,11.286853333333333,3.335769564756468,375
Brain_Hypothalamus,10.42679207920792,10.42679207920792,5.471980497107911,202
Brain_Cortex,8.031466666666669,8.031466666666669,2.7361259871424672,255
Heart_Left_Ventricle,3.6074719907407404,3.6074719907407404,2.183266910042982,432
Artery_Tibial,23.887099547511312,23.887099547511312,6.189132666987957,663
Uterus,18.84183802816901,18.84183802816901,4.069438935334086,142
Ovary,15.719338888888888,15.719338888888888,4.0850201484120126,180
Cells_EBV-transformed_lymphocytes,26.50890804597701,26.50890804597701,4.90186528684694,174
Artery_Coronary,18.586558333333333,18.586558333333333,4.797024745950753,240
Brain_Spinal_cord_cervical_c-1,12.226698113207547,12.226698113207547,5.52779288441737,159
Adipose_Visceral_Omentum,12.737585951940849,12.737585951940849,4.492692107412023,541
Brain_Nucleus_accumbens_basal_ganglia,9.9350162601626,9.9350162601626,4.92553695225488,246
Brain_Cerebellar_Hemisphere,30.301376744186047,30.301376744186047,10.895294238848582,215
Esophagus_Mucosa,14.206257657657657,14.206257657657657,3.581660419252188,555
Cells_Cultured_fibroblasts,23.270952380952384,23.270952380952384,3.709720752458935,504
Artery_Aorta,21.42180787037037,21.42180787037037,5.006739987130783,432
Brain_Putamen_basal_ganglia,8.29040487804878,8.29040487804878,4.573272240137824,205
Kidney_Medulla,7.289,7.289,1.785803320637522,4
Lung,12.360731833910034,12.360731833910034,3.5080214973701094,578
Kidney_Cortex,5.3660588235294115,5.3660588235294115,2.960928031598286,85
Brain_Substantia_nigra,7.997920863309354,7.997920863309354,3.7251102886763143,139
Cervix_Endocervix,18.849,18.849,3.523905361952843,10
Skin_Sun_Exposed_Lower_leg,14.371111269614838,14.371111269614838,4.223702512590803,701
Cervix_Ectocervix,19.38111111111111,19.38111111111111,3.471533264981994,9
