tissueSiteDetailId,mean,median,std,count
Thyroid,48.823491577335375,48.823491577335375,13.636968864634593,653
Testis,40.46196675900277,40.46196675900277,9.337086791963962,361
Small_Intestine_Terminal_Ileum,25.533636363636365,25.533636363636365,9.231810074852218,187
Skin_Not_Sun_Exposed_Suprapubic,23.785099337748346,23.785099337748346,6.3134250806048335,604
Brain_Frontal_Cortex_BA9,17.332569377990428,17.332569377990428,7.379375350324454,209
Fallopian_Tube,36.91888888888889,36.91888888888889,9.197758717867021,9
Bladder,31.11047619047618,31.11047619047618,5.62549593681725,21
Vagina,35.65217948717949,35.65217948717949,9.133653346551085,156
Whole_Blood,6.560149139072848,6.560149139072848,4.373028504982179,755
Brain_Amygdala,10.404611842105263,10.404611842105263,5.469387847072272,152
Pituitary,45.020530035335696,45.020530035335696,12.152961747013066,283
Minor_Salivary_Gland,19.885944444444444,19.885944444444444,5.552983987333319,162
Adipose_Subcutaneous,31.21138763197587,31.21138763197587,7.478453728613183,663
Adrenal_Gland,22.579573643410857,22.579573643410857,5.679591300908177,258
Heart_Atrial_Appendage,10.472515151515152,10.472515151515152,4.138430530056223,429
Breast_Mammary_Tissue,32.06989106753812,32.06989106753812,9.187425727123006,459
Stomach,23.46741225626741,23.46741225626741,8.873491595144365,359
Brain_Caudate_basal_ganglia,15.637821138211384,15.637821138211384,8.508871843989622,246
Colon_Transverse,23.284206896551726,23.284206896551726,8.28668586065943,406
Brain_Cerebellum,57.62348547717843,57.62348547717843,20.496501884741207,241
Esophagus_Muscularis,27.538834951456312,27.538834951456312,8.193167565671214,515
Liver,21.12205309734513,21.12205309734513,5.798848452728493,226
Muscle_Skeletal,13.766135740971357,13.766135740971357,4.833489750519172,803
Prostate,32.22048979591837,32.22048979591837,8.55080188177252,245
Pancreas,10.797975609756097,10.797975609756097,3.957110040339583,328
Nerve_Tibial,45.33415185783522,45.33415185783522,12.39673752157711,619
Brain_Hippocampus,10.7651269035533,10.7651269035533,5.8028270126917825,197
Spleen,30.330539419087135,30.330539419087135,8.085124045390955,241
Colon_Sigmoid,31.59950134048258,31.59950134048258,10.55020374163194,373
Brain_Anterior_cingulate_cortex_BA24,13.07806818181818,13.07806818181818,6.48911785186178,176
Esophagus_Gastroesophageal_Junction,29.23288,29.23288,8.71993735292481,375
Brain_Hypothalamus,13.909306930693068,13.909306930693068,7.181767178542037,202
Brain_Cortex,20.551160784313726,20.551160784313726,8.799301738876526,255
Heart_Left_Ventricle,8.162834722222224,8.162834722222224,4.8242669002415886,432
Artery_Tibial,36.2788084464555,36.2788084464555,8.463304657728056,663
Uterus,49.19514084507042,49.19514084507042,13.931563147785178,142
Ovary,39.45399999999999,39.45399999999999,10.036509884749114,180
Cells_EBV-transformed_lymphocytes,39.352816091954026,39.352816091954026,7.415078579859297,174
Artery_Coronary,35.00779166666667,35.00779166666667,9.71989989008446,240
Brain_Spinal_cord_cervical_c-1,14.064333333333336,14.064333333333336,7.168021862214901,159
Adipose_Visceral_Omentum,29.139892791127544,29.139892791127544,8.424793864290631,541
Brain_Nucleus_accumbens_basal_ganglia,17.637243902439028,17.637243902439028,9.655233868022187,246
Brain_Cerebellar_Hemisphere,52.449762790697676,52.449762790697676,22.202739059488398,215
Esophagus_Mucosa,28.295762162162163,28.295762162162163,7.293888733641916,555
Cells_Cultured_fibroblasts,38.61224206349206,38.61224206349206,9.005548462368738,504
Artery_Aorta,37.49907407407407,37.49907407407407,9.921435621461711,432
Brain_Putamen_basal_ganglia,12.439980487804878,12.439980487804878,7.401243550727151,205
Kidney_Medulla,22.29,22.29,8.542739607409322,4
Lung,31.391816608996542,31.391816608996542,9.78844089084846,578
Kidney_Cortex,22.723941176470586,22.723941176470586,12.011338213491982,85
Brain_Substantia_nigra,9.808690647482015,9.808690647482015,4.648435288451344,139
Cervix_Endocervix,44.833,44.833,9.523727264049512,10
Skin_Sun_Exposed_Lower_leg,22.62893295292439,22.62893295292439,5.728853072489742,701
Cervix_Ectocervix,42.81888888888889,42.81888888888889,10.031300396973515,9
