tissueSiteDetailId,mean,median,std,count
Thyroid,20.19471362940276,20.19471362940276,4.833855219277068,653
Testis,39.77271468144044,39.77271468144044,8.688875165018471,361
Small_Intestine_Terminal_Ileum,15.29780213903743,15.29780213903743,7.10081616747494,187
Skin_Not_Sun_Exposed_Suprapubic,16.613422185430462,16.613422185430462,5.0236292416130714,604
Brain_Frontal_Cortex_BA9,10.191047846889953,10.191047846889953,3.727365575266527,209
Fallopian_Tube,36.55111111111111,36.55111111111111,25.92776480251086,9
Bladder,21.192380952380955,21.192380952380955,8.7475732170819,21
Vagina,21.29863461538461,21.29863461538461,7.1810764041069985,156
Whole_Blood,7.574363841059603,7.574363841059603,5.418174276614344,755
Brain_Amygdala,7.077282894736841,7.077282894736841,3.7590935434828934,152
Pituitary,20.356459363957597,20.356459363957597,4.838103585588656,283
Minor_Salivary_Gland,12.788462962962964,12.788462962962964,5.044184975141482,162
Adipose_Subcutaneous,17.774078431372548,17.774078431372548,5.192758913537197,663
Adrenal_Gland,15.650240310077518,15.650240310077518,5.557840616133579,258
Heart_Atrial_Appendage,12.487694638694638,12.487694638694638,4.526315081473867,429
Breast_Mammary_Tissue,19.635202614379086,19.635202614379086,6.238803982594689,459
Stomach,12.079100278551532,12.079100278551532,6.040499654753794,359
Brain_Caudate_basal_ganglia,10.337467479674798,10.337467479674798,5.34743975486113,246
Colon_Transverse,14.275487684729065,14.275487684729065,5.116433505514442,406
Brain_Cerebellum,10.887585062240664,10.887585062240664,2.692884648149934,241
Esophagus_Muscularis,17.287013592233013,17.287013592233013,5.152379486661724,515
Liver,7.860287610619469,7.860287610619469,5.724921379954546,226
Muscle_Skeletal,8.458926525529264,8.458926525529264,4.373066739506224,803
Prostate,16.116926530612243,16.116926530612243,5.2955024824412105,245
Pancreas,6.020829268292682,6.020829268292682,2.1369778369764934,328
Nerve_Tibial,25.88562197092084,25.88562197092084,6.9005353164475505,619
Brain_Hippocampus,8.054137055837563,8.054137055837563,5.035750552892974,197
Spleen,22.284390041493776,22.284390041493776,5.7266280836862,241
Colon_Sigmoid,15.57788203753351,15.57788203753351,4.441440723673181,373
Brain_Anterior_cingulate_cortex_BA24,7.776954545454545,7.776954545454545,3.2451362729093622,176
Esophagus_Gastroesophageal_Junction,15.837938666666666,15.837938666666666,4.926824884673518,375
Brain_Hypothalamus,11.64119801980198,11.64119801980198,6.928842958457522,202
Brain_Cortex,8.725556862745098,8.725556862745098,2.412457615131475,255
Heart_Left_Ventricle,9.689158564814816,9.689158564814816,5.988484594981004,432
Artery_Tibial,13.868748114630467,13.868748114630467,4.502456085048533,663
Uterus,27.53619718309859,27.53619718309859,8.7203248689641,142
Ovary,19.77756111111111,19.77756111111111,6.072282477842239,180
Cells_EBV-transformed_lymphocytes,61.29879310344828,61.29879310344828,17.51233369091685,174
Artery_Coronary,18.525633333333335,18.525633333333335,5.989787815431268,240
Brain_Spinal_cord_cervical_c-1,8.597364779874212,8.597364779874212,3.355405599157898,159
Adipose_Visceral_Omentum,19.342756007393717,19.342756007393717,7.247902974662147,541
Brain_Nucleus_accumbens_basal_ganglia,10.071552845528455,10.071552845528455,4.814138650516242,246
Brain_Cerebellar_Hemisphere,11.356558139534883,11.356558139534883,3.4687119390902494,215
Esophagus_Mucosa,21.828659459459463,21.828659459459463,8.72155316408391,555
Cells_Cultured_fibroblasts,64.02817460317459,64.02817460317459,24.19146922317582,504
Artery_Aorta,16.103064814814815,16.103064814814815,5.1915901278880074,432
Brain_Putamen_basal_ganglia,7.905160975609757,7.905160975609757,3.7610622329906107,205
Kidney_Medulla,19.09,19.09,2.7437109906110746,4
Lung,21.041076124567475,21.041076124567475,9.587923971547253,578
Kidney_Cortex,12.749917647058822,12.749917647058822,7.179131265176153,85
Brain_Substantia_nigra,7.626489208633094,7.626489208633094,3.350527217972234,139
Cervix_Endocervix,23.927,23.927,6.548941975617129,10
Skin_Sun_Exposed_Lower_leg,16.55485021398003,16.55485021398003,4.664218316497955,701
Cervix_Ectocervix,22.428888888888892,22.428888888888892,8.227586988559949,9
