tissueSiteDetailId,mean,median,std,count
Thyroid,75.27418070444104,75.27418070444104,17.946799357466134,653
Testis,106.93285318559558,106.93285318559558,16.46750278858391,361
Small_Intestine_Terminal_Ileum,49.75716577540107,49.75716577540107,12.594790408859797,187
Skin_Not_Sun_Exposed_Suprapubic,38.99158940397351,38.99158940397351,7.3424305612407865,604
Brain_Frontal_Cortex_BA9,54.01334928229665,54.01334928229665,12.594839388135528,209
Fallopian_Tube,77.95222222222222,77.95222222222222,11.959585442255817,9
Bladder,70.04571428571428,70.04571428571428,10.965524577132673,21
Vagina,57.010512820512815,57.010512820512815,16.007666063918816,156
Whole_Blood,64.74511390728478,64.74511390728478,43.708406091383345,755
Brain_Amygdala,43.63902631578947,43.63902631578947,15.587810850294876,152
Pituitary,76.53325088339224,76.53325088339224,14.43590931569535,283
Minor_Salivary_Gland,42.48814814814815,42.48814814814815,10.73823302142846,162
Adipose_Subcutaneous,50.88769230769231,50.88769230769231,10.205143512043517,663
Adrenal_Gland,72.83321705426357,72.83321705426357,17.751672093951658,258
Heart_Atrial_Appendage,33.4760372960373,33.4760372960373,10.017836198792388,429
Breast_Mammary_Tissue,52.49246187363835,52.49246187363835,13.815888371693333,459
Stomach,46.24011142061281,46.24011142061281,18.234766190925637,359
Brain_Caudate_basal_ganglia,44.27544715447154,44.27544715447154,12.042755758690264,246
Colon_Transverse,52.008300492610836,52.008300492610836,14.350322881946182,406
Brain_Cerebellum,41.40929460580912,41.40929460580912,8.440805643856326,241
Esophagus_Muscularis,58.077980582524276,58.077980582524276,11.162443698402752,515
Liver,31.457526548672565,31.457526548672565,8.428925607413609,226
Muscle_Skeletal,37.57922789539228,37.57922789539228,11.807081097226447,803
Prostate,85.69469387755103,85.69469387755103,18.265827590321503,245
Pancreas,17.5697256097561,17.5697256097561,6.492668989062915,328
Nerve_Tibial,70.73922455573506,70.73922455573506,12.564399190724886,619
Brain_Hippocampus,40.836446700507615,40.836446700507615,16.07751393652448,197
Spleen,62.26846473029046,62.26846473029046,13.442803922954344,241
Colon_Sigmoid,69.00450402144772,69.00450402144772,14.609218951515109,373
Brain_Anterior_cingulate_cortex_BA24,49.48465909090908,49.48465909090908,12.954278202486519,176
Esophagus_Gastroesophageal_Junction,60.042426666666664,60.042426666666664,12.545538308284033,375
Brain_Hypothalamus,45.54056930693069,45.54056930693069,16.166016344576587,202
Brain_Cortex,54.501176470588234,54.501176470588234,11.803340977187776,255
Heart_Left_Ventricle,24.880263888888887,24.880263888888887,11.961466577514328,432
Artery_Tibial,66.90840120663651,66.90840120663651,11.142075872973292,663
Uterus,90.53661971830985,90.53661971830985,14.942366409836442,142
Ovary,88.87561111111111,88.87561111111111,15.014717452622902,180
Cells_EBV-transformed_lymphocytes,55.557758620689654,55.557758620689654,8.795697036365517,174
Artery_Coronary,67.66204166666665,67.66204166666665,16.03757225231624,240
Brain_Spinal_cord_cervical_c-1,38.66367924528302,38.66367924528302,12.046759362944407,159
Adipose_Visceral_Omentum,46.28229205175601,46.28229205175601,12.027528756201303,541
Brain_Nucleus_accumbens_basal_ganglia,43.090325203252036,43.090325203252036,11.682108927755035,246
Brain_Cerebellar_Hemisphere,38.54386046511628,38.54386046511628,8.925105874119978,215
Esophagus_Mucosa,42.17513513513513,42.17513513513513,8.83391230448662,555
Cells_Cultured_fibroblasts,70.15261904761904,70.15261904761904,13.80506129457377,504
Artery_Aorta,78.03828703703704,78.03828703703704,12.678526039280781,432
Brain_Putamen_basal_ganglia,39.350829268292685,39.350829268292685,10.596165380727538,205
Kidney_Medulla,44.417500000000004,44.417500000000004,12.103717145984536,4
Lung,62.03856401384082,62.03856401384082,15.487302439911199,578
Kidney_Cortex,39.524588235294125,39.524588235294125,18.91077175473972,85
Brain_Substantia_nigra,38.65007194244605,38.65007194244605,10.839966450902642,139
Cervix_Endocervix,81.02400000000002,81.02400000000002,15.16542066676688,10
Skin_Sun_Exposed_Lower_leg,42.250684736091294,42.250684736091294,7.251750703211028,701
Cervix_Ectocervix,72.16,72.16,17.054692413917447,9
