tissueSiteDetailId,mean,median,std,count
Thyroid,48.77016845329249,48.77016845329249,8.324963831115884,653
Testis,74.47714681440443,74.47714681440443,14.178863532868517,361
Small_Intestine_Terminal_Ileum,44.90818181818181,44.90818181818181,14.827430639460488,187
Skin_Not_Sun_Exposed_Suprapubic,46.103162251655625,46.103162251655625,8.13917225115302,604
Brain_Frontal_Cortex_BA9,29.373267942583727,29.373267942583727,11.116463779103956,209
Fallopian_Tube,63.58555555555555,63.58555555555555,8.130665014637298,9
Bladder,54.04857142857143,54.04857142857143,10.569379080611116,21
Vagina,53.13326923076924,53.13326923076924,12.373416353653026,156
Whole_Blood,12.241340662251657,12.241340662251657,7.5399592674187135,755
Brain_Amygdala,15.182506578947368,15.182506578947368,6.0997395587161956,152
Pituitary,42.06208480565371,42.06208480565371,8.20284064172374,283
Minor_Salivary_Gland,35.20382716049383,35.20382716049383,9.513130051541076,162
Adipose_Subcutaneous,48.58901960784314,48.58901960784314,9.50206030391427,663
Adrenal_Gland,30.620903100775195,30.620903100775195,7.614175467934923,258
Heart_Atrial_Appendage,17.602668997669,17.602668997669,5.54069177242435,429
Breast_Mammary_Tissue,45.75538126361656,45.75538126361656,12.573597541589379,459
Stomach,33.270192200557105,33.270192200557105,15.040459653726376,359
Brain_Caudate_basal_ganglia,18.6419593495935,18.6419593495935,7.3329659705453984,246
Colon_Transverse,40.97236453201971,40.97236453201971,13.900962164137823,406
Brain_Cerebellum,70.46145228215767,70.46145228215767,18.297761125510117,241
Esophagus_Muscularis,48.06316504854369,48.06316504854369,11.750786459197197,515
Liver,11.977092920353984,11.977092920353984,5.121157383120855,226
Muscle_Skeletal,18.985721046077213,18.985721046077213,7.394721381211489,803
Prostate,43.04518367346939,43.04518367346939,10.594324687232733,245
Pancreas,14.701189024390244,14.701189024390244,4.426283235553612,328
Nerve_Tibial,62.14573505654281,62.14573505654281,8.60450730407965,619
Brain_Hippocampus,15.772695431472082,15.772695431472082,6.940609518328936,197
Spleen,46.257883817427384,46.257883817427384,9.429271943299359,241
Colon_Sigmoid,54.02528150134048,54.02528150134048,11.855391359095885,373
Brain_Anterior_cingulate_cortex_BA24,20.36468181818182,20.36468181818182,9.073712637896572,176
Esophagus_Gastroesophageal_Junction,48.59756266666666,48.59756266666666,13.301445327810791,375
Brain_Hypothalamus,25.12321782178218,25.12321782178218,12.81303206408717,202
Brain_Cortex,25.15273725490196,25.15273725490196,8.02869603687508,255
Heart_Left_Ventricle,11.606895833333333,11.606895833333333,6.374019563371444,432
Artery_Tibial,62.3666515837104,62.3666515837104,12.373330121287916,663
Uterus,76.31654929577462,76.31654929577462,13.289184633885007,142
Ovary,68.1686111111111,68.1686111111111,13.000123835473811,180
Cells_EBV-transformed_lymphocytes,121.97936781609195,121.97936781609195,22.427312837132238,174
Artery_Coronary,45.78045833333333,45.78045833333333,10.191742787174848,240
Brain_Spinal_cord_cervical_c-1,22.48867295597484,22.48867295597484,7.982065613947886,159
Adipose_Visceral_Omentum,37.446025878003695,37.446025878003695,8.380836907776349,541
Brain_Nucleus_accumbens_basal_ganglia,20.517719512195125,20.517719512195125,9.805728491166008,246
Brain_Cerebellar_Hemisphere,79.85967441860465,79.85967441860465,24.75524807663735,215
Esophagus_Mucosa,39.04322522522523,39.04322522522523,11.179613147978904,555
Cells_Cultured_fibroblasts,95.62626984126985,95.62626984126985,31.259674267213104,504
Artery_Aorta,48.39314814814815,48.39314814814815,9.733148723339468,432
Brain_Putamen_basal_ganglia,16.05069756097561,16.05069756097561,6.998945159284861,205
Kidney_Medulla,25.652499999999996,25.652499999999996,6.880055868232467,4
Lung,41.63110726643598,41.63110726643598,9.823478856100051,578
Kidney_Cortex,19.418023529411766,19.418023529411766,11.464380350589202,85
Brain_Substantia_nigra,17.73809352517986,17.73809352517986,7.160845630393953,139
Cervix_Endocervix,73.58,73.58,9.486416604809216,10
Skin_Sun_Exposed_Lower_leg,50.13029957203994,50.13029957203994,9.602042566605961,701
Cervix_Ectocervix,67.41222222222223,67.41222222222223,13.82652505374103,9
