track type=wiggle_0 name="Cons 100 Verts" description="100 vertebrates Basewise Conservation by PhyloP"
#	output date: 2024-12-20 00:34:12 UTC
#	chrom specified: chr3
#	position specified: 151086890-151087025
#	This data has been compressed with a minor loss in resolution.
#	(Worst case: 0.0936562)  The original source data
#	(before querying and compression) is available at 
#		http://hgdownload.soe.ucsc.edu/downloads.html
variableStep chrom=chr3 span=1
151086890	3.17917
151086891	1.95205
151086892	2.7072
151086893	4.2175
151086894	5.7278
151086895	2.32962
151086896	1.85765
151086897	3.27356
151086898	3.17917
151086899	4.2175
151086900	2.42402
151086901	3.08477
151086902	1.38569
151086903	1.76326
151086904	2.23523
151086905	0.724929
151086906	0.0641732
151086907	1.66887
151086908	2.42402
151086909	3.17917
151086910	3.55674
151086911	4.31189
151086912	1.1025
151086913	0.441748
151086914	3.83992
151086915	2.89598
151086916	1.57447
151086917	2.6128
151086918	2.89598
151086919	5.6334
151086920	1.85765
151086921	3.36795
151086922	2.32962
151086923	6.38855
151086924	4.78386
151086925	2.14083
151086926	4.40628
151086927	6.10537
151086928	4.1231
151086929	8.55961
151086930	8.55961
151086931	5.16143
151086932	1.1969
151086933	5.6334
151086934	6.76613
151086935	3.08477
151086936	5.25583
151086937	5.25583
151086938	5.06704
151086939	6.76613
151086940	8.55961
151086941	5.35022
151086942	2.51841
151086943	5.16143
151086944	0.819323
151086945	2.23523
151086946	6.86052
151086947	1.95205
151086948	6.29416
151086949	8.55961
151086950	1.85765
151086951	6.86052
151086952	7.99324
151086953	3.17917
151086954	8.55961
151086955	6.29416
151086956	3.74553
151086957	6.76613
151086958	7.99324
151086959	3.93431
151086960	2.14083
151086961	8.55961
151086962	2.80159
151086963	5.16143
151086964	6.76613
151086965	-0.0302205
151086966	5.06704
151086967	6.86052
151086968	1.1969
151086969	7.99324
151086970	6.29416
151086971	0.819323
151086972	3.08477
151086973	8.654
151086974	1.48008
151086975	5.16143
151086976	6.76613
151086977	1.48008
151086978	1.76326
151086979	8.55961
151086980	-0.0302205
151086981	5.06704
151086982	5.16143
151086983	0.252961
151086984	8.55961
151086985	8.55961
151086986	0.158567
151086987	6.76613
151086988	6.76613
151086989	0.913717
151086990	6.76613
151086991	6.76613
151086992	-0.596583
151086993	8.55961
151086994	7.99324
151086995	0.252961
151086996	6.76613
151086997	6.86052
151086998	1.48008
151086999	5.16143
151087000	6.29416
151087001	1.95205
151087002	5.16143
151087003	6.76613
151087004	-0.879764
151087005	6.76613
151087006	7.99324
151087007	1.66887
151087008	8.55961
151087009	6.29416
151087010	3.93431
151087011	5.06704
151087012	6.76613
151087013	0.724929
151087014	6.29416
151087015	6.29416
151087016	3.93431
151087017	6.76613
151087018	6.29416
151087019	2.99038
151087020	7.99324
151087021	6.29416
151087022	2.89598
151087023	8.55961
151087024	6.29416
151087025	6.76613
#	output date: 2024-12-20 00:34:12 UTC
#	chrom specified: chr3
#	position specified: 151116339-151116442
#	This data has been compressed with a minor loss in resolution.
#	(Worst case: 0.106484)  The original source data
#	(before querying and compression) is available at 
#		http://hgdownload.soe.ucsc.edu/downloads.html
variableStep chrom=chr3 span=1
151116339	9.18574
151116340	4.14157
151116341	9.937
151116342	9.18574
151116343	1.78046
151116344	3.60495
151116345	7.89787
151116346	-1.3319
151116347	9.18574
151116348	5.85873
151116349	0.170622
151116350	9.937
151116351	7.79054
151116352	-0.902606
151116353	1.67314
151116354	7.89787
151116355	3.28298
151116356	9.18574
151116357	9.18574
151116358	0.277945
151116359	9.937
151116360	7.89787
151116361	-0.0440236
151116362	9.18574
151116363	9.18574
151116364	1.35117
151116365	7.79054
151116366	9.18574
151116367	1.35117
151116368	9.937
151116369	9.937
151116370	0.0632992
151116371	7.89787
151116372	7.89787
151116373	1.99511
151116374	9.18574
151116375	0.921882
151116376	0.599913
151116377	9.18574
151116378	9.18574
151116379	-0.151346
151116380	6.07338
151116381	7.36125
151116382	0.385268
151116383	7.79054
151116384	6.07338
151116385	-1.00993
151116386	9.937
151116387	7.79054
151116388	-0.687961
151116389	2.63905
151116390	7.89787
151116391	1.0292
151116392	5.42944
151116393	5.96605
151116394	-0.580638
151116395	8.00519
151116396	7.89787
151116397	-1.76119
151116398	9.937
151116399	9.18574
151116400	0.0632992
151116401	9.937
151116402	9.18574
151116403	0.277945
151116404	6.07338
151116405	9.18574
151116406	1.0292
151116407	9.937
151116408	7.79054
151116409	-0.151346
151116410	2.20976
151116411	2.31708
151116412	-0.687961
151116413	9.937
151116414	5.96605
151116415	-0.151346
151116416	6.07338
151116417	2.31708
151116418	1.0292
151116419	9.18574
151116420	7.46858
151116421	0.921882
151116422	2.63905
151116423	7.89787
151116424	0.385268
151116425	3.28298
151116426	2.53172
151116427	0.599913
151116428	2.85369
151116429	7.89787
151116430	-0.0440236
151116431	7.46858
151116432	7.25393
151116433	-0.0440236
151116434	2.74637
151116435	7.79054
151116436	-1.11725
151116437	1.56582
151116438	7.79054
151116439	-0.795283
151116440	9.18574
151116441	9.18574
151116442	8.00519
#	output date: 2024-12-20 00:34:12 UTC
#	chrom specified: chr3
#	position specified: 151122784-151122974
#	This data has been compressed with a minor loss in resolution.
#	(Worst case: 0.107664)  The original source data
#	(before querying and compression) is available at 
#		http://hgdownload.soe.ucsc.edu/downloads.html
variableStep chrom=chr3 span=1
151122784	7.87828
151122785	0.607984
151122786	3.10376
151122787	7.98679
151122788	1.15054
151122789	2.5612
151122790	7.76976
151122791	-0.26011
151122792	1.91013
151122793	9.18042
151122794	1.04203
151122795	7.87828
151122796	7.87828
151122797	0.173937
151122798	9.18042
151122799	9.94
151122800	3.32078
151122801	7.44423
151122802	8.0953
151122803	2.23566
151122804	9.18042
151122805	7.87828
151122806	0.173937
151122807	0.93352
151122808	7.87828
151122809	0.607984
151122810	7.87828
151122811	7.76976
151122812	-0.0430866
151122813	9.94
151122814	9.18042
151122815	2.66971
151122816	9.18042
151122817	9.18042
151122818	2.66971
151122819	1.6931
151122820	7.87828
151122821	-0.151598
151122822	2.23566
151122823	2.88673
151122824	0.282449
151122825	1.91013
151122826	0.716496
151122827	-0.368622
151122828	9.18042
151122829	7.44423
151122830	1.36757
151122831	9.18042
151122832	6.03357
151122833	-0.0430866
151122834	3.42929
151122835	7.87828
151122836	1.25906
151122837	6.03357
151122838	2.23566
151122839	1.25906
151122840	9.94
151122841	9.18042
151122842	3.10376
151122843	9.18042
151122844	6.03357
151122845	-0.368622
151122846	9.94
151122847	9.94
151122848	0.825008
151122849	7.2272
151122850	3.75483
151122851	2.66971
151122852	3.21227
151122853	2.88673
151122854	2.23566
151122855	9.18042
151122856	9.18042
151122857	0.716496
151122858	7.76976
151122859	7.76976
151122860	-0.694157
151122861	7.76976
151122862	9.18042
151122863	2.5612
151122864	6.79316
151122865	7.87828
151122866	-0.26011
151122867	9.18042
151122868	9.18042
151122869	1.47608
151122870	2.34417
151122871	1.47608
151122872	-0.368622
151122873	9.18042
151122874	9.18042
151122875	1.36757
151122876	9.94
151122877	9.18042
151122878	0.0654252
151122879	9.18042
151122880	9.18042
151122881	1.58459
151122882	7.87828
151122883	2.23566
151122884	-0.694157
151122885	6.03357
151122886	7.87828
151122887	9.94
151122888	3.97185
151122889	7.87828
151122890	3.75483
151122891	9.94
151122892	7.87828
151122893	-0.802669
151122894	9.18042
151122895	7.76976
151122896	-0.368622
151122897	4.83994
151122898	4.94846
151122899	-0.694157
151122900	4.51441
151122901	9.94
151122902	-0.26011
151122903	4.94846
151122904	7.76976
151122905	-0.477134
151122906	7.76976
151122907	9.18042
151122908	7.98679
151122909	7.2272
151122910	7.87828
151122911	1.91013
151122912	5.59953
151122913	6.03357
151122914	0.0654252
151122915	9.18042
151122916	7.87828
151122917	0.173937
151122918	1.91013
151122919	9.18042
151122920	0.390961
151122921	9.18042
151122922	3.64631
151122923	0.390961
151122924	7.87828
151122925	9.94
151122926	9.83149
151122927	7.87828
151122928	7.87828
151122929	1.47608
151122930	4.4059
151122931	7.76976
151122932	0.173937
151122933	9.83149
151122934	9.18042
151122935	0.607984
151122936	0.0654252
151122937	7.87828
151122938	0.825008
151122939	9.83149
151122940	5.92506
151122941	0.173937
151122942	7.98679
151122943	9.83149
151122944	0.93352
151122945	9.18042
151122946	0.499472
151122947	1.04203
151122948	9.18042
151122949	7.33572
151122950	0.282449
151122951	6.03357
151122952	7.76976
151122953	-0.26011
151122954	7.76976
151122955	7.87828
151122956	-0.585646
151122957	3.75483
151122958	6.03357
151122959	-0.26011
151122960	1.47608
151122961	0.607984
151122962	1.47608
151122963	0.93352
151122964	7.87828
151122965	1.15054
151122966	6.79316
151122967	7.76976
151122968	0.716496
151122969	9.18042
151122970	9.18042
151122971	2.45269
151122972	9.18042
151122973	9.18042
151122974	7.98679
#	output date: 2024-12-20 00:34:12 UTC
#	chrom specified: chr3
#	position specified: 151127826-151127984
#	This data has been compressed with a minor loss in resolution.
#	(Worst case: 0.123867)  The original source data
#	(before querying and compression) is available at 
#		http://hgdownload.soe.ucsc.edu/downloads.html
variableStep chrom=chr3 span=1
151127826	7.94252
151127827	-0.297087
151127828	7.81768
151127829	7.81768
151127830	-2.16972
151127831	9.19094
151127832	7.94252
151127833	0.202283
151127834	1.45071
151127835	7.94252
151127836	-0.297087
151127837	7.44315
151127838	9.94
151127839	0.451968
151127840	9.19094
151127841	9.19094
151127842	0.202283
151127843	9.19094
151127844	9.19094
151127845	-0.297087
151127846	9.94
151127847	9.19094
151127848	0.951339
151127849	9.94
151127850	9.19094
151127851	0.202283
151127852	8.06736
151127853	7.94252
151127854	-0.671614
151127855	7.94252
151127856	7.94252
151127857	2.19976
151127858	9.94
151127859	1.07618
151127860	-0.0474016
151127861	7.94252
151127862	4.9463
151127863	0.0774409
151127864	2.07492
151127865	7.94252
151127866	1.32587
151127867	9.94
151127868	7.81768
151127869	-0.0474016
151127870	5.94504
151127871	6.19472
151127872	1.20102
151127873	7.94252
151127874	7.19346
151127875	-0.172244
151127876	2.19976
151127877	4.0724
151127878	-1.04614
151127879	9.94
151127880	7.94252
151127881	0.576811
151127882	7.81768
151127883	7.81768
151127884	0.826496
151127885	1.20102
151127886	6.19472
151127887	0.826496
151127888	2.19976
151127889	7.94252
151127890	1.45071
151127891	3.1985
151127892	9.94
151127893	0.202283
151127894	7.44315
151127895	7.81768
151127896	0.327126
151127897	3.94756
151127898	6.06988
151127899	-0.921299
151127900	7.94252
151127901	9.94
151127902	9.94
151127903	3.1985
151127904	7.94252
151127905	1.82524
151127906	6.19472
151127907	7.94252
151127908	1.07618
151127909	9.19094
151127910	9.19094
151127911	2.44945
151127912	9.19094
151127913	7.94252
151127914	9.94
151127915	9.19094
151127916	7.81768
